id,title,description,publishedat,tags,categoryid,defaultlanguage,defaultaudiolanguage,thumbnail_default,thumbnail_high,duration,viewcount,likecount,commentcount,privacystatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscribercount,channel_videocount,transcript,duration_seconds
J_OHx_LuWz4,konwinsky prize   kaggle  swebench  kaggle  onemilliondollars  neurips,"subscribe  https   www youtube com c kaggle sub confirmation 1 utm medium youtube utm source channel utm campaign yt sub

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium youtube utm source channel utm campaign yt kg
follow kaggle on twitter  http   twitter com kaggle utm medium youtube utm source channel utm campaign yt tw
check out our blog  http   blog kaggle com  utm medium youtube utm source channel utm campaign yt blog
connect with us on linkedin  http   www linkedin com company kaggle utm medium youtube utm source channel utm campaign yt lkn

advance your data science skills 
take our free online courses  http   www kaggle com learn overview utm medium youtube utm source channel utm campaign yt learn
download clean datasets from kaggle  http   www kaggle com docs datasets utm medium youtube utm source channel utm campaign yt datast
sign up for a kaggle competition  http   www kaggle com docs competitions utm medium youtube utm source channel utm campaign yt comps
explore the kaggle public api  http   www kaggle com docs api utm medium youtube utm source channel utm campaign yt docs

kaggle
https   www youtube com c kaggle",2025-01-08T20:21:22Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/J_OHx_LuWz4/default.jpg,https://i.ytimg.com/vi/J_OHx_LuWz4/hqdefault.jpg,PT1M50S,9363,340,11,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,110
pdYGiYuKRpU,kagglex final project presentation with victor palacios,"about the project  a chatbot to help children read in a fun and interactive style  this chatbot is fine tuned to tell stories where children make choices which affect how the stories play out  the tuned model is also able to explain concepts without forgetting the story it is telling 

about victor palacios  a university of san francisco data science master s graduate and current director of data science partnerships  discovered his passion for the field through nlp in translation  with early projects in deception detection and healthcare 


subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:31:22Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/pdYGiYuKRpU/default.jpg,https://i.ytimg.com/vi/pdYGiYuKRpU/hqdefault.jpg,PT4M34S,1862,42,2,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,274
MBRW341ayRA,kagglex final project presentation with victor oshimua,"about the project  project overview  the project involves developing an ai powered helpdesk using the gemma model to assist employees in organisations with cybersecurity related queries  the goal is to provide quick  accurate responses to common security questions  reducing the workload on human support staff  use case  an ai driven helpdesk designed to answer cybersecurity related questions for employees  ensuring efficient support and enhancing organisational security protocols 

about victor oshimua  a machine learning engineer and technical writer specializing in ai and cybersecurity  with a passion for building ai driven applications and creating engaging technical content for diverse audiences 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:31:16Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/MBRW341ayRA/default.jpg,https://i.ytimg.com/vi/MBRW341ayRA/hqdefault.jpg,PT4M35S,629,8,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,275
__mPzbE3kFI,kagglex final project presentation with gabriella amorim,"about the project  ai gardenwise is a q a model developed through a kagglex fellowship to assit home and community gardeners in growing their own food  it provides expert guidance on soil preparation  plant selection  watering  and pest control  along with nutritional insights and health benefits for various vegetables  herbs  and fruits  powered by a fine tuned gemma model optimized with lora techniques and a specialized dataset  ai garden wise serves as a reliable and user friendly tool for sustainable gardening practices 

about gabriella amorim  an engineer and applied researcher in artificial intelligence  specializing in developing supervised machine learning models to optimize processes in nuclear energy and related fields 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:31:11Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/__mPzbE3kFI/default.jpg,https://i.ytimg.com/vi/__mPzbE3kFI/hqdefault.jpg,PT5M1S,1094,14,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,301
Ph6diqjuJAY,kagglex final project presentation with favour aghaebe,"about the project  as someone with aging parents  i ve become increasingly concerned about the prevalence of misinformation spread through both the internet and social circles regarding nutrition  nutritional fads  ranging from extreme diets to  miracle foods   often cause more harm than good  especially for aging individuals  to address this  i aim to create a fuss free bot that provides personalized  evidence based nutrition advice  my goal is to help caregivers and individuals make informed decisions about what a healthy diet looks like for them  ultimately promoting a balanced lifestyle free from confusion and the risks posed by misinformation  by offering clear  practical  and tailored guidance based on each person s unique needs and preferences  the bot will empower users to navigate the complexities of nutrition with confidence and improve their overall well being  

about favour aghaebe  a data science professional and phd candidate at the university of sheffield  specializes in health data analytics  driving impactful projects to improve health outcomes and inform policy 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:31:05Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/Ph6diqjuJAY/default.jpg,https://i.ytimg.com/vi/Ph6diqjuJAY/hqdefault.jpg,PT4M20S,338,5,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,260
kaWH1aV-l04,kagglex final project presentation with valentin baltazar,"about the project   ai chess grandmaster   a chess focused large language model that i ve fine tuned to be both an engaging tutor and a competent chess opponent  this project leverages cutting edge ai to help users learn and play chess  no matter their skill level 

about valentin baltazar  combining a background in computational chemistry with machine learning expertise  valentin channels their passion for chess and llms into developing innovative educational tools 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:59Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/kaWH1aV-l04/default.jpg,https://i.ytimg.com/vi/kaWH1aV-l04/hqdefault.jpg,PT5M8S,382,17,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,308
LStBSjDz7bc,kagglex final project presentation with rukayat adedeji,"about the project  this drug interaction chatbot aims to provide patients with an ai assistant they can consult when considering new over the counter medications  ensuring these will not negatively interact with their current chronic condition treatments  i successfully used the lora technique to fine tune the gemma2 model with over 2 000 conversational data points   due to the nature of this chatbot and the need for reliable resposes  i also implemented rag to fetch external resources to help the model in its response  the fine tuned model is quite accurate in identifying drug interactions from medication lists  it is able to relay this information in a clear and conversational tone  which was the goal 

about rukayat adedeji  a pharmacist and data scientist  leverages ai to revolutionize healthcare with a focus on personalized medicine  patient accessibility  and innovative solutions like ai driven cancer treatment and a drug interaction chatbot 


subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:52Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/LStBSjDz7bc/default.jpg,https://i.ytimg.com/vi/LStBSjDz7bc/hqdefault.jpg,PT4M54S,738,28,4,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,294
GU__XOslI7o,kagglex final project presentation with toshiki kono,"about the project  this is llm using rag to provide additional information for standard treatment of depression 

about toshiki kono  is a psychiatrist and clinical psychologist

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:48Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/GU__XOslI7o/default.jpg,https://i.ytimg.com/vi/GU__XOslI7o/hqdefault.jpg,PT4M50S,367,12,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,290
QZdVuGPIFMc,kagglex final project presentation with oyindolapo komolafe,"about the project  the goal of the project is to answer medical questions in a simple way that is understandable to non healthcare practitioners 

about oyindolapo komolafe  a full stack ml engineer with 10  years of experience in software development  automation  research  and business analysis  and a passion for training others in python and data science 


subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:44Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/QZdVuGPIFMc/default.jpg,https://i.ytimg.com/vi/QZdVuGPIFMc/hqdefault.jpg,PT10M33S,196,3,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,633
8pjYP92LGG0,kagglex final project presentation with partha pratim kalita,"about the project  policylens aims to bridge this gap by using large language models  llms  to summarize complex legislative discussions into clear and concise summaries  the goal is to make parliamentary proceedings more understandable and to empower indians to participate in the democratic process 

about partha pratim kalita  a data science and ai engineering at ibridge llc with a background in food engineering  ai  and machine learning  passionate about using ai for social good 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:41Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/8pjYP92LGG0/default.jpg,https://i.ytimg.com/vi/8pjYP92LGG0/hqdefault.jpg,PT5M2S,433,7,2,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,302
Fs5nV7eFrGk,kagglex final project presentation with waliu ayuba,"about the project  develop an interactive medical consultation system that provides preliminary health guidance and severity assessment  

about waliu ayuba  innovative data science master s student at northeastern university with 6  years of analytics experience  specializing in machine learning  deep learning  and scalable ai solutions  and currently advancing healthcare ai as a google kagglex fellow 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:36Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/Fs5nV7eFrGk/default.jpg,https://i.ytimg.com/vi/Fs5nV7eFrGk/hqdefault.jpg,PT13M20S,218,6,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,800
LEul8N37Ag8,kagglex final project presentation with jorge rocha campos,"about the project  this project empowers learners to access vetted  free educational resources  reducing barriers to entry and enabling efficient learning of complex dependencies  by addressing uncertainties in navigating data science and machine learning topics  lpi fosters confidence and direction for aspiring professionals 

about jorge rocha campos  former mechanical engineer turned data scientist  passionate about solving complex problems with data and technology  with experience in machine learning  kagglex fellowship  and leading innovative projects to drive impactful solutions 

subscribe  https   www youtube com c kaggle sub    

about kagglex  kagglex bipoc mentorship program is designed to help increase representation  create career opportunities  and develop individual growth for bipoc  black  indigenous  people of color  people in the data science industry  
https   www kaggle com kagglex 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online 
visit the website  http   www kaggle com  utm medium you   
like kaggle on facebook  http   www facebook com kaggle utm me   
follow kaggle on twitter  http   twitter com kaggle utm medium    
check out our blog  http   blog kaggle com  utm medium yo   
connect with us on linkedin  http   www linkedin com company kaggl   

advance your data science skills 
take our free online courses  http   www kaggle com learn overview    
get started with kaggle kernels  http   www kaggle com docs kernels ut   
download clean datasets from kaggle  http   www kaggle com docs datasets u   
sign up for a kaggle competition  http   www kaggle com docs competitio   
explore the kaggle public api  http   www kaggle com docs api utm me   

kaggle s youtube       kaggle",2024-12-11T20:30:23Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/LEul8N37Ag8/default.jpg,https://i.ytimg.com/vi/LEul8N37Ag8/hqdefault.jpg,PT7M9S,212,4,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,429
